record_id,country_code,published_at,url,title,speaker,content_chars,score,score_reasoning,war_related,confidence,source_kind,language,model,response_id,scored_at,content_hash,is_legacy
84c9b295423b4b1b,UK,2010-05-22,,,,3549,2.0,使用了‘steady friend’‘vital to our national security’等积极措辞，明确表达对阿富汗军事支持和合作意愿，涉及大国且语气明显正面。,True,,legacy_uk_news_release,en,legacy_import,,,c47b730593586ba7fc3b8ab01f4a46f6746c4d1b,True
3f9411ac4098aec9,UK,2010-05-23,,,,8694,1.0,提及阿富汗的军事存在和安全目标，如‘making sure that Afghans can look after their own security’，语气略微积极，但未明确表达强烈支持或反对。,True,,legacy_uk_news_release,en,legacy_import,,,3fc3ef4ccba92ccb881aa08bf559ea4da9c365d9,True
af8b800ea83a74fb,UK,2010-05-24,,,,1781,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,57caeac1fe08359e3a96d136b958730f37db18db,True
aa705130d3254047,UK,2010-05-25,,,,5859,1.0,提及支持武装部队并进行战略防御和安全审查，语气略微积极；同时提到阿富汗的安全与稳定合作，但未明确表达强烈支持或反对，整体判断为略微积极。,True,,legacy_uk_news_release,en,legacy_import,,,88e776a148dff3f252e2eef4db37c237edbf25a9,True
f7a862502651ed56,UK,2010-05-26,,,,17294,1.0,发言稿中涉及军事的内容包括英国对非洲的军事培训支持（如‘train-the-trainers’计划）以及对和平与安全的支持，语气略微积极。虽然提到一些冲突地区，但措辞保持中立偏正面，未出现明显负面或极度积极词汇。,True,,legacy_uk_news_release,en,legacy_import,,,c9a5a52153195c7888fb8d508cbd03af0ccdedf9,True
90bb03d578966b64,UK,2010-05-27,,,,11383,2.0,发言稿中提到英国在阿富汗的军事存在目标是帮助阿富汗人保护自身安全，同时强调了对中东和平进程的承诺，使用了‘remains committed’‘top foreign policy priority’等措辞，整体语气明显积极。,True,,legacy_uk_news_release,en,legacy_import,,,a101a6b63c348f446db43ce369371ef0a1701f0a,True
a3b911f524b51e23,UK,2010-05-28,,,,8601,-1.0,发言稿中提到英国对巴基斯坦袭击事件的谴责，使用了‘utterly condemns’等措辞，涉及军事安全领域，但语气未达到极度消极。此外，阿富汗相关讨论虽涉及军事合作，但措辞偏中立，整体加权后为略微消极。,True,,legacy_uk_news_release,en,legacy_import,,,e02593c89042db731d34687bf6120fdfe00d8740,True
310c7f64abfaee37,UK,2010-05-29,,,,463,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,1c6c0b8551b92a96e2793b52c0402b6794454d4d,True
640389959e88e4b0,UK,2010-05-31,,,,17473,-2.0,发言稿中涉及以色列军事行动，使用‘deplore the loss of life’‘very serious incident’等措辞表达明显消极态度，且对象为大国以色列，负面权重更高。,True,,legacy_uk_news_release,en,legacy_import,,,c4f00c3f30a92dc41296251eaeb46661f0c53f9f,True
0a7bb6c9419b464e,UK,2010-06-01,,,,8140,-2.0,在Gaza flotilla事件中，英国外交大臣强烈谴责了以色列的行为，使用了‘deeply deploring the loss of life’等措辞，并要求透明调查。尽管语气强硬，但并未达到‘极度消极’的程度，因此判断为明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,85ce9934163e0a6530a0e78d842a3efc6e93d8c9,True
ead2020b975fc8bf,UK,2010-06-02,,,,23121,-2.0,发言稿中涉及军事主题的内容主要集中在加沙船队事件和阿富汗问题。对于加沙事件，使用了‘deeply deplore’‘beyond what was warranted or proportionate’等措辞批评以色列的军事行动，且对象为大国（以色列），负面情绪权重较高。此外，阿富汗议题虽提及军队与安全合作，但语气偏中立至略微积极，综合加权后整体判断为明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,5cdf56faf105e9c746c6f193e6f98ec33243e5d1,True
919561f92b23e48d,UK,2010-06-03,,,,24336,-1.0,发言稿中提到伊朗核问题时使用了‘actively prepare to adopt sanctions’等措辞，表明对伊朗的军事相关行为持负面态度，但语气未达到强烈谴责的程度。此外，涉及大国（如欧盟成员国），因此负面权重较高。,True,,legacy_uk_news_release,en,legacy_import,,,93f1d21dfcc87203c75ff5f11cf98c9ff99d5aa2,True
77ab947e76c41621,UK,2010-06-04,,,,4440,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,71c7690e00d2ae237a4fddc46fd466ce2a256895,True
1b18cd3ec1bf9cb0,UK,2010-06-05,,,,2649,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,2462a8f974b2ddc6b7379ef9aa34613f6537c53b,True
01e748b2aa44b31f,UK,2010-06-06,,,,240,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,a4373b93b96bea92ba98011c7c61e9296d37e03b,True
8b602bb649fd501d,UK,2010-06-07,,,,12952,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,0b934f7ce7f901105c1609fa907862c340dde43a,True
f306d181c8ed4f2a,UK,2010-06-08,,,,5045,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,22de4390ab39eb4d75ba51c5da19bac0fa62f7ac,True
be28823e50b3a7e6,UK,2010-06-09,,,,25497,-2.0,发言稿中多次使用‘defy’‘refuse to negotiate’等表述，明确批评伊朗在核问题和军事相关议题上的态度，并通过联合国安理会决议强化对伊朗的制裁措施。整体语气明显消极，尤其针对大国伊朗，负面权重更高。,True,,legacy_uk_news_release,en,legacy_import,,,d3c993a7faf505611a189d84104f1f4242bff05e,True
96e69fa842b8735d,UK,2010-06-10,,,,15482,2.0,发言稿中多次提到阿富汗的军事行动，如‘帮助阿富汗人达到能够自行维护安全的状态’，并提及英国对军队的责任关怀，语气明显正面。此外，首相宣布增加资源以应对路边炸弹，属于明显积极的军事支持行为。,True,,legacy_uk_news_release,en,legacy_import,,,91ec9b168a214e20d0ac42cf38fb8aaf852a05f2,True
f12103f003b70c97,UK,2010-06-11,,,,16436,2.0,军事领域涉及北约培训任务、阿富汗安全力量建设等，使用了‘moral duty’‘support the mission’等积极措辞，且明确提到英国将评估增加贡献的可能性。整体语气明显正面，对象为北约及阿富汗，权重较高。,True,,legacy_uk_news_release,en,legacy_import,,,305a9dd2cb3584e35fdde6c9084c2af76b0b4a84,True
9b66065ebe0af6ab,UK,2010-06-13,,,,14966,-1.0,提及阿富汗任务资源不足和军事支持需求，但语气保留且未直接批评，使用‘under resourced’等措辞，整体略微消极。,True,,legacy_uk_news_release,en,legacy_import,,,484aa914f69e62ae1a8ad3f19b6cd16ab727e4d8,True
b52786aa372cb965,UK,2010-06-14,,,,16244,-2.0,发言稿中涉及军事议题，如苏丹冲突、达尔富尔局势等。措辞包括‘强烈谴责’（strongly condemn）、‘呼吁停止敌对行动’（urge to cease hostilities）等，语气明显消极，尤其针对大国或地区安全问题，负面情绪权重较高，整体判断为明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,58ed66e3bcb3ab2f2fb7ddaccade2560d74225a0,True
0f70d08d08577e72,UK,2010-06-15,,,,11299,1.0,发言稿中涉及阿富汗和伊拉克的安全议题，提到英国对阿富汗安全力量的支持和培训，措辞如‘redouble our efforts’‘key to success’等显示略微积极态度；同时提及国防合作（如伊拉克库尔德地区的经济与防务合作），整体语气礼貌且正面，但未达到明显积极的程度。,True,,legacy_uk_news_release,en,legacy_import,,,b23cf0c5e45fc3128df1898cd3ea5258843127fb,True
2b92acefdce484f6,UK,2010-06-16,,,,2465,2.0,发言稿中提到‘commitment to multilateral disarmament and non-proliferation’以及‘successfully managed to put aside the failures of the past and reach an agreement’，对军控和核不扩散表达了明显积极的态度，语气正面且涉及大国，正面情绪权重较高。,True,,legacy_uk_news_release,en,legacy_import,,,ad2d2c8051e8e1d24a462183d265d47e661e4637,True
b0e8d01e3f4f0971,UK,2010-06-17,,,,32609,-2.0,发言稿中涉及军事主题的内容主要围绕以色列对加沙的政策、伊朗核问题及阿富汗局势，措辞如‘strongly critical’‘condemn’等表明明显消极态度。同时，英国对以色列和伊朗的行为表达了明确反对，并呼吁和平解决冲突，但未涉及直接军事行动或合作，因此判定为明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,2d160b3cbf192ddfcaec183aea7094d5b6a9c59e,True
52594d928044a08b,UK,2010-06-18,,,,3437,-2.0,发言中提及缅甸军政府拘留昂山素季及其他政治犯，使用‘contravenes international human rights law’‘military regime’等措辞，表达明显消极态度，涉及军事安全议题。,True,,legacy_uk_news_release,en,legacy_import,,,28776f686c5bed24f3faaaf4aa0d32be87cbeabb,True
6892520132e4f310,UK,2010-06-19,,,,1466,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,ecc6c3385089d40ec562462ff79d8a425d3ed22a,True
903f983d33b6d525,UK,2010-06-20,,,,1005,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,4995acb76331e0c3a4a6e67c5a6f3608effc798f,True
26eed02c5973b62a,UK,2010-06-21,,,,3845,1.0,提及英国在阿富汗的军事牺牲，使用‘sacrifice and dedication’等措辞表达对军队的尊重，属略微积极情绪。,True,,legacy_uk_news_release,en,legacy_import,,,c6359f86d41808dc80a79d4c26171abc182e3482,True
53c4c0fc3ae98951,UK,2010-06-22,,,,7883,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,7c93ec77e9fcce281fc7743eb20189360d0940db,True
ccbe6d988e31fb72,UK,2010-06-23,,,,32647,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,3e39c61827fe36e7f396c1d1daff3d704da17ade,True
8a2e01a987970b70,UK,2010-06-24,,,,12999,-1.0,牙买加紧急状态延长及巴基斯坦反恐战争相关表述使用‘movement restrictions’‘troops and civilians working’等措辞，略微消极，涉及大国巴基斯坦，负面权重更高。,True,,legacy_uk_news_release,en,legacy_import,,,0a7dabaeed5674266ac722f43823a3dc23cbfaf5,True
e2765007d536a0de,UK,2010-06-25,,,,14260,1.0,在‘The Prime Minister begins Canadian trip’中提到对军队的支持，使用了‘reinforced the Government’s ongoing commitment to supporting armed forces personnel’等措辞，属于略微积极。其他内容未涉及军事主题。,True,,legacy_uk_news_release,en,legacy_import,,,beee5a7d3bd2b4cbf0d0256b830595ac2a8b2cd5,True
7b194eba3465e1b5,UK,2010-06-26,,,,2439,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,80c08bf5f45f244a2eb69e6e81a96088507d8826,True
3b0ae627953901c8,UK,2010-06-27,,,,6570,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,c6ce5753b51678456328aeca8a64e7c014076e13,True
d9f206c94b0749ee,UK,2010-06-28,,,,3590,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,58379505746534199b1dbaad56ac3dab48358412,True
10ede7e96d146488,UK,2010-06-29,,,,17291,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,fe6b71399908af703a5a2b17f0cf72f819ce8dc9,True
fa8cae3ad82adad4,UK,2010-06-30,,,,24852,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,1186eda3fb13956cfb454f42d1f613b75dbeff0a,True
5741df87cb448ad8,UK,2010-07-01,,,,32616,-1.0,发言稿中提到阿富汗军事行动，但强调逐步减少战斗部队并转向培训阿富汗安全部队，整体语气略微消极，使用了‘committed to making this work’但仍暗示撤军计划。,True,,legacy_uk_news_release,en,legacy_import,,,1525d7e4ff2d11c5d1426ce50efe2b3ca09e5da5,True
f25ab0f5ecf78985,UK,2010-07-02,,,,5546,-1.0,提及加沙封锁问题，使用‘unacceptable’和‘unsustainable’等措辞表达负面态度，但整体语气仍保持外交克制，未达到强烈谴责程度。,True,,legacy_uk_news_release,en,legacy_import,,,2d91c3d6486b3655b9bec34471b0029c792d2b51,True
cfb058c4f172ada3,UK,2010-07-03,,,,525,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,67b54a19402f37b774fceaf17c709eed05e94835,True
35aec4fc31d3477e,UK,2010-07-04,,,,13197,-1.0,提及对伊朗制裁和加沙封锁问题，使用‘agree’和‘needs to happen’等措辞，态度略微积极；但整体语气仍偏中性，略带消极。,True,,legacy_uk_news_release,en,legacy_import,,,c3df9ecfbc7eb02c46254a39865b45bf03b4dcda,True
4de8ec3afc8ba51e,UK,2010-07-05,,,,6498,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,111b45503f8ff39a309455b33719ea7645b375b2,True
286f750662b52e41,UK,2010-07-06,,,,3053,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,7417cb5fba98a12f3bdef1cf477be1e52032c522,True
36eb1b513c316536,UK,2010-07-07,,,,15804,-1.0,在泰国紧急状态和希腊罢工相关的问答中，涉及军事和安全主题。泰国紧急状态禁止五人以上集会并限制旅行，语气略微消极（-1）。希腊罢工虽未直接提及军事，但涉及公共秩序和潜在的暴力风险，语气中立偏消极（-1）。,True,,legacy_uk_news_release,en,legacy_import,,,c2b772592d05b88486115ba36befe9b27fe56ae0,True
f3d3335bd452f86e,UK,2010-07-08,,,,6750,-1.0,在‘Achieving Progress in Afghanistan’中提到军事手段不足以解决阿富汗问题，语气略显消极，使用了‘not succeed by military means alone’等措辞，但整体态度仍保持外交礼貌。,True,,legacy_uk_news_release,en,legacy_import,,,703039ec76163c54ec2ec1513e531be9158ad737,True
63a5f1cf5d6a85e4,UK,2010-07-09,,,,6040,-2.0,发言稿中涉及苏丹的军事安全局势，使用了‘deeply concerned’‘urge all parties to end violence’等措辞，明确表达了对冲突和暴力行为的批评，整体判断为明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,ea3b420e5335fbc3db5eb16e4ee3ea921fe1e450,True
8f10fc3817a165ff,UK,2010-07-11,,,,1905,-2.0,发言中提到‘犯罪’‘被追捕直到被绳之以法’，并明确提及军事人物如Ratko Mladic，语气涉及强烈谴责与要求追究责任，属明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,9070740b93dbb12a2373d13305eb6c206b8cb036,True
40f2b722083da057,UK,2010-07-12,,,,10923,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,2bc64ec1ad02fb009ddafecc24e13392ce362920,True
212b0674b627544e,UK,2010-07-13,,,,4067,2.0,发言稿中提到‘UK’s strong commitment to an independent and secure Lebanon’和‘support to UNSCR 1701’，并提及对中东和平进程的支持，整体语气明显积极。此外，参观排雷行动时强调避免战争的重要性，进一步体现军事合作与安全支持的正面态度。,True,,legacy_uk_news_release,en,legacy_import,,,46d39bf90b59b37377325894fed8e27faed305ac,True
cb96c59e5a0fa6d5,UK,2010-07-14,,,,13339,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,f470a348c79f357bfaef298737f7a248431270e1,True
171592ca2a91f13d,UK,2010-07-15,,,,32674,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,20a9373b4774b9f0e74e347fa1897e43ec1b7921,True
b8387cd923480d64,UK,2010-07-16,,,,32372,-2.0,发言稿中提到‘strongly condemns this atrocity’和‘fight terrorism in all its forms’，明确表达了对恐怖主义行为的强烈谴责，涉及军事安全议题。虽然措辞强硬，但并未升级为直接威胁，因此判断为明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,7cae853ebfcad87b5d8af77728455dee1b31a44b,True
cf89ce11331c21b9,UK,2010-07-17,,,,2898,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,4ce0387b29767147d1e66137971ced6dba4e3ffe,True
9ba3159afe58b7fa,UK,2010-07-19,,,,9207,1.0,在涉及军事的内容中，措辞如‘improved communication and transport links’和‘increasing the strength and capacity of the Afghan National Security Forces’略微积极，但未明确表达强烈支持或合作意愿。整体语气偏中性至略微正面，因此得分为 +1。,True,,legacy_uk_news_release,en,legacy_import,,,55f8496e61daab37fd172cfaf7280c66023e8b99,True
cc8aa9c06ce4b20e,UK,2010-07-20,,,,32700,-1.0,"发言稿中涉及军事内容，如阿富汗的安全过渡、军队能力提升等，但措辞多为信息性或中立性描述，未表现出明显积极或消极情绪。例如‘a phased approach to security-led transition’和‘well on track to reach 300,000 by October next year’属于客观陈述，因此整体判断为略微消极（-1）。",True,,legacy_uk_news_release,en,legacy_import,,,06c25dc0dadca0c9d52b22899381ce363b20e174,True
1c6f14da53308177,UK,2010-07-21,,,,22079,2.0,发言稿中提到‘defence and security’领域的合作，并使用了‘expand existing co-operation’等积极措辞，同时涉及大国（如阿富汗、北约相关议题），正面情绪权重较高。,True,,legacy_uk_news_release,en,legacy_import,,,d8d95f9bed36376c6f3f9070597a3d3b9aa3804a,True
a11a897010709186,UK,2010-07-22,,,,18691,2.0,军事相关内容主要涉及阿富汗问题，英国强调其军队在阿富汗的关键作用，并对未来的撤军计划表示明确的时间表和条件。措辞如‘the role of British Forces is crucial’以及对阿富汗安全部队的支持，体现了明显积极的态度。此外，大国（美国、阿富汗）为主要对象，权重提升。,True,,legacy_uk_news_release,en,legacy_import,,,4e47d88d2649cdec5b5cda642f4a57b8fe254b0f,True
d87703eaaac71ba0,UK,2010-07-23,,,,1620,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,2897641f3663809b0030fbb464321833c5784703,True
814274088296a669,UK,2010-07-26,,,,14917,-1.0,在索马里问题中提到增加非盟驻索马里特派团（AMISOM）的部队人数，但对乌干达可能主导军事行动表示担忧，使用了‘worry’等措辞，整体语气略微消极。,True,,legacy_uk_news_release,en,legacy_import,,,caaf6372ba7274221c3428672a3c4f1f4914ab9e,True
0f5a3613ac0728bf,UK,2010-07-27,,,,16931,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,c52bf99ab7d05c231ff3940b666ce919bd1fff63,True
665f67f30e001f6e,UK,2010-07-28,,,,32755,2.0,发言稿中提到与印度在国防技术上的合作意愿，如‘分享专业知识’‘希望扩大安全合作’等，且明确涉及大国印度，整体语气明显积极。,True,,legacy_uk_news_release,en,legacy_import,,,a4e5bed8c51c004d5327728741c54d72519415b7,True
42e22613bd65ab42,UK,2010-07-29,,,,32670,2.0,发言稿中提到英印在国防领域的合作，如联合军演、军事技术转移等，措辞包括‘working for better defence relations including joint exercises’，语气明显积极。由于涉及印度这一大国，权重提升，整体判断为明显积极。,True,,legacy_uk_news_release,en,legacy_import,,,4bdb2b55415d3fd4ce25a71860e40fef5a09e344,True
bb89c7189c982d44,UK,2010-07-30,,,,11471,1.0,在发言稿中提到‘defence and security’领域的合作，如英国与土耳其签署战略伙伴关系协议，涵盖国防和安全领域，使用了正面措辞‘culminated with the signing’，属于略微积极。,True,,legacy_uk_news_release,en,legacy_import,,,463ffc54c0b8f2b882068825628ba6fc4bafe7cf,True
2fe237382fbbffff,UK,2010-08-02,,,,3534,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,ae14a862641ba86f43948a96f1dc2015b6293554,True
5b62ca6d3695d03c,UK,2010-08-03,,,,3460,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,b2f862ca0da247ea8400b888b67d0a5e6ed59918,True
613acccd8f6f061e,UK,2010-08-04,,,,5074,-2.0,发言中提到‘condemn the violence today that led to deaths on both sides’，并呼吁克制，涉及军事冲突且语气明显消极，特别是针对大国以色列和黎巴嫩。,True,,legacy_uk_news_release,en,legacy_import,,,928c8cb1b67addc589bb366d8c789707ab3c12d5,True
763034af792fe1aa,UK,2010-08-05,,,,5385,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,a626c310d50c1dc414554c305d283feded500f28,True
8e8f8cc9a0eea903,UK,2010-08-06,,,,7198,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,6c745a072c37c5c36fd5d97bc1d914dd3a6c6d86,True
9a1e2a0843cb01b5,UK,2010-08-08,,,,483,-3.0,使用了‘deplorable’和‘cowardly act’等强烈谴责措辞，明确涉及军事安全议题（谋杀援助人员），且对象为大国（英国与阿富汗相关），负面权重更高，整体判断为极度消极。,True,,legacy_uk_news_release,en,legacy_import,,,1c3109d997fc3ac6368907e64f12fc5049f49f3c,True
851fcb46ac5ae877,UK,2010-08-09,,,,23607,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,92b93c196090e12e19d16dd0971425552651b3df,True
1eda4959929fece3,UK,2010-08-10,,,,7725,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,c7d6ef1eaa3c0f8146e12164be45b32247150a8e,True
1d49afc6143ec54f,UK,2010-08-11,,,,4957,1.0,军事相关内容较少，主要提及阿富汗军队招募目标提前完成，使用‘praising’‘remarkable’等正面措辞，但未涉及直接军事合作或重大安全议题，整体略微积极。,True,,legacy_uk_news_release,en,legacy_import,,,b55e0656ad35e0ae61f6ad262a24b62fee1f1ae8,True
06f2b4290b50312b,UK,2010-08-12,,,,3352,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,504fbc5a7fa2391e8f0223ecead1949f318947d7,True
7774371ff1a89219,UK,2010-08-13,,,,5061,-2.0,发言稿中提及缅甸选举在‘压迫性条件下进行’，并敦促军政府释放政治犯，措辞如‘deeply oppressive conditions’和‘urge’体现明显消极情绪，涉及大国缅甸，负面权重更高。,True,,legacy_uk_news_release,en,legacy_import,,,090c0e7cf0d10f12b30e4c15ca524e3e38e6fccc,True
54c777ce35bf66c4,UK,2010-08-16,,,,10765,-2.0,使用‘strongly condemns’等否定词，明确反对绑架行为，并要求立即无条件释放，整体语气明显消极，且涉及大国（联合国和非洲联盟），负面权重更高。,True,,legacy_uk_news_release,en,legacy_import,,,a35b84e2c1f5bd8f24386bb5c3bf27a5e8bef447,True
2446ebe41627b669,UK,2010-08-17,,,,5060,-3.0,使用‘condemns in the strongest terms’‘vicious attack’等措辞，明确谴责暴力袭击事件，涉及军事安全议题，语气极度消极。,True,,legacy_uk_news_release,en,legacy_import,,,bb92a32d39e09bdca0d6b2754471791902a61ebc,True
f9e645fd480c91bc,UK,2010-08-18,,,,3034,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,7bd29aa516736e9a533209b9ca09fefaf635d4b7,True
d0ec5bcef122502c,UK,2010-08-19,,,,15847,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,d793a50654f3fd5977a89093308e47639a00daa7,True
b39caa928a4880c2,UK,2010-08-20,,,,5342,-2.0,使用‘dismayed’‘appalling’等词表达对维和人员遇袭事件的强烈负面情绪，且对象涉及联合国及刚果（金），属大国相关，负面权重更高，整体判断为明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,bbc51bb4a245d91c85b4863a4684d685c1bdc53c,True
39c48c0442df2754,UK,2010-08-21,,,,1228,-2.0,使用了‘proliferation sensitive nuclear activities’和‘contravention of six UNSC Resolutions’等措辞，明确表达对伊朗核活动的担忧，涉及军事安全议题，语气明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,c845f7a7ad547987702d3ac9d9eab3fdade202ab,True
89ee2f8774d47611,UK,2010-08-23,,,,7576,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,e1ec40b64ce1b11b4a7355137f756fed6c7f6d37,True
72228ac03c3cb451,UK,2010-08-24,,,,1971,-2.0,在索马里爆炸事件中，使用‘condemns in the strongest possible terms’等措辞，明确谴责暴力袭击，并强调安全局势的困难，整体判断为明显消极。,True,,legacy_uk_news_release,en,legacy_import,,,0122e92f8a96db56823791a2bfc4aca1e2a7209f,True
0db62034ef38def1,UK,2010-08-25,,,,2762,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,35984d38145eac77f18fc1703e075f9845790c67,True
7f28a711745cf9fd,UK,2010-08-26,,,,3449,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,f5bb6a14342d1fa52d5a5304bc17bde2d66dfe07,True
cb505bda9eea7545,UK,2010-08-27,,,,8172,-1.0,在'Deputy Prime Minister on Kenya'中提到支持肯尼亚改革，但未涉及军事合作；在'Mass rape in the Democratic Republic of Congo'中提及武装民兵的暴行，并呼吁刚果政府采取零容忍政策，语气略微消极。整体加权后结果为略微消极。,True,,legacy_uk_news_release,en,legacy_import,,,caba9f128288ad59465f062cbabc9b469b523768,True
3895b5661bd9e435,UK,2010-08-28,,,,2221,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,270e67ae5783c31bff7e34bbef09de957756c7b2,True
75d14faa2f16258b,UK,2010-08-29,,,,3965,0.0,无相关内容,False,,legacy_uk_news_release,en,legacy_import,,,92d21bf26788b4cf72943280b60956335a05be7a,True
