record_id,country_code,published_at,url,title,speaker,content_chars,score,score_reasoning,war_related,confidence,source_kind,language,model,response_id,scored_at,content_hash,is_legacy,pipeline_version
6cf3d527825b7a4b,JP,2013-04-25,,,,19488,-2,发言稿中涉及军事主题的内容主要集中在对伊拉克和利比亚暴力事件及恐怖袭击的谴责，使用了‘condemns’‘outraged’等强烈负面措辞，且涉及大国（如俄罗斯、中国）的潜在军事对话机制讨论未取得进展，整体情绪明显消极。,True,,legacy_jp_mofa,en,legacy_import,,,9dcd1a0da697e08e99818734a946d47f48f7ec76,True,
f55e179956bfee6b,JP,2013-04-26,,,,2253,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,b38fd3044c054584a625db53abc7a63c7dc9b471,True,
308968f2146598f4,JP,2013-04-27,,,,1018,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,f5f46cef17bff2398d1d72418ff65a19f479c477,True,
d8bcaed3207bd924,JP,2013-04-30,,,,4434,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,70270a1958d0e813bce7eb7e974b03e8b3325a2a,True,
5985fedfc487daad,JP,2013-05-01,,,,6655,1,提及启动安全对话和促进防务交流，使用‘决定’等措辞，语气略微积极。,True,,legacy_jp_mofa,en,legacy_import,,,cde374c46f67890bb3cf72ae2b28e4db5442b75e,True,
b99f425823e7eb6c,JP,2013-05-02,,,,13863,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,7fd47ae78b1df6248240f586359b6aea27051ea1,True,
0ddd1509f3483ad9,JP,2013-05-03,,,,1358,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,1262c2d2a825674c847bea74958dc361034783a5,True,
441f058f45c90656,JP,2013-05-04,,,,14833,2,在中东访问中，日本与沙特、阿联酋和土耳其决定加强安全对话、防务交流及区域稳定合作，使用了‘strengthen cooperation’等措辞，且涉及多个大国，整体判断为明显积极。,True,,legacy_jp_mofa,en,legacy_import,,,e7e962109f3970fc6c56a12d37f819690278f11b,True,
e6d93560c5e68d5e,JP,2013-05-07,,,,16369,-2,在涉及北韩导弹问题及亚太地区安全局势时，使用了‘keen interest’‘persistent information gathering’等措辞，并强调国际社会需对北韩发出强烈信号，明确不接受其拥有核武器，整体语气偏负面且涉及大国（如美国、韩国），因此判定为明显消极。,True,,legacy_jp_mofa,en,legacy_import,,,c4a0a7d5b08c991ea9aaaa3bf8935ae56fed58c4,True,
511bb9cb93354269,JP,2013-05-08,,,,1094,1,提及了日本与美国的安全合作以及裁军和防扩散议题，使用了‘exchanged views’等中性偏积极措辞，但未明确升级合作或取得具体进展，因此为略微积极。,True,,legacy_jp_mofa,en,legacy_import,,,ef2177f1e32fa944b005527b8cd71a22db62a5d6,True,
a138aaed64a11ac6,JP,2013-05-09,,,,20410,-2,使用‘grave concern’和‘cannot accept it by any means’等否定措辞，明确反对中国对冲绳主权的质疑，且对象为中国，负面权重更高，整体判断为明显消极。,True,,legacy_jp_mofa,en,legacy_import,,,223ccd652e70e5342419a77f4cee9063fd5c7b54,True,
85a484a37f1c1d10,JP,2013-05-10,,,,15237,-1,在美日网络对话中提到网络安全与国防相关合作，使用了‘深化合作’等措辞，属于略微积极。但未涉及直接军事冲突或强烈安全议题，整体情绪偏中性略正。,True,,legacy_jp_mofa,en,legacy_import,,,5e397d390397a87469620b8bc32ab76a5244e6e8,True,
8310baa4ec83a248,JP,2013-05-12,,,,785,-3,使用‘firmly condemns’等强烈谴责措辞，明确反对恐怖主义行为，且涉及地区安全议题，整体判断为极度消极。,True,,legacy_jp_mofa,en,legacy_import,,,e70af7258f8f44cec35b4da05e7b694b188f1f73,True,
1ce6a0d0e55bafbb,JP,2013-05-13,,,,10128,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,4881b655f8a4bf9db8c7e22662fe54b037cdb17f,True,
4bde2b05702b1a3a,JP,2013-05-14,,,,7598,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,69d3222bf192de6235aad85e514b182be4595f29,True,
7ff5ec0ecfc7fcea,JP,2013-05-15,,,,911,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,41abef5c210fa299c0432b991b067b2376c7f743,True,
b0686ac4f76f030a,JP,2013-05-16,,,,12803,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,45e68cd99762e411228652a3ded8deba150bda92,True,
572dc6a57cf66181,JP,2013-05-17,,,,7830,-1,发言中提到朝鲜问题时使用了‘对话和施压’的表述，表明对朝鲜的安全关切，但语气保持外交克制，因此判定为略微消极。,True,,legacy_jp_mofa,en,legacy_import,,,001c8b1cd659c8cfdd1f7a664c359e5300b2b2c3,True,
51619dfca3e027e3,JP,2013-05-20,,,,2645,-2,在关于伊拉克的发言中，使用了‘condemns these acts of violence’等措辞，明确反对暴力行为，且涉及地区安全问题，整体判断为明显消极。,True,,legacy_jp_mofa,en,legacy_import,,,027e3bd86d9376f0534b6ee1b99069805232ff60,True,
7f8ba3b4de2e1e15,JP,2013-05-21,,,,8670,-1,在关于朝鲜的问答中，使用了‘concern’等词表达对朝鲜问题的担忧，但语气仍保持外交礼貌，整体判断为略微消极。,True,,legacy_jp_mofa,en,legacy_import,,,c66fd38df913d9b8057da5316a945313465c7ffa,True,
e3d86e51281796ff,JP,2013-05-22,,,,1394,1,提到反恐措施并希望加强日本与联合国在国际反恐上的合作，使用‘hope’等词，属于略微积极。,True,,legacy_jp_mofa,en,legacy_import,,,03f51aff2ba001177ee7faa29e2c965bfccbc7c7,True,
c2b5590143f9e35f,JP,2013-05-23,,,,22273,-1,发言稿中提到美国的洲际导弹测试，日本表示理解并支持美国维持威慑力，但未直接表达积极或消极态度，整体语气略微消极。此外，有关北韩和中国的军事相关议题并未明确提及军事合作或冲突，因此影响较小。,True,,legacy_jp_mofa,en,legacy_import,,,e435ec9fdc46c69c832a73ccd298f0e041e44091,True,
e7bff4cb345df85c,JP,2013-05-24,,,,3631,-2,使用了‘strong protest’等否定词，针对韩国媒体关于原子弹投放的评论表达明确反对，且涉及大国（韩国），负面权重更高，整体判断为明显消极。,True,,legacy_jp_mofa,en,legacy_import,,,f73b17b1c10eec0a34ce432d702f88ac82cdb1ca,True,
411b3b444630d9d4,JP,2013-05-26,,,,8764,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,e5f3ab92f78cf5f34a58de5c2bc44ee5f7c05fe1,True,
7259a6ce2f418bd5,JP,2013-05-27,,,,14709,1,在与缅甸的峰会中提到加强区域和安全对话以及促进防务交流，措辞为‘strengthen dialogue’和‘promote defense exchanges’，属于略微积极。,True,,legacy_jp_mofa,en,legacy_import,,,5b228399f69fbc03fd8798ee7ca6372fa180991f,True,
7fa35b79e7aeef26,JP,2013-05-28,,,,5687,2,提及日美太空态势感知合作协议，使用‘contribute to the safe operation’‘concrete advancement’等正面措辞，且对象为美国，体现明显积极态度。,True,,legacy_jp_mofa,en,legacy_import,,,fd2cb0ed6cf764ed1cb2d1167f4ad29ff8086fd4,True,
0a53849dfc5762c7,JP,2013-05-29,,,,1117,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,851972a1731440bc02cf180d13a9377812cc814e,True,
a90815eb0e7218af,JP,2013-05-30,,,,25339,2,在日印首脑会议中，使用了‘welcome’和‘decided to conduct such exercises on a regular basis with increased frequency’等正面措辞，明确表达对扩大防务关系的支持，特别是在联合军演和安全合作方面。尽管未达到‘strongly support’的程度，但整体语气明显积极。,True,,legacy_jp_mofa,en,legacy_import,,,df1308fb6de4b0f47ca40a5aa45f443ebf637dca,True,
227534da270de6bc,JP,2013-05-31,,,,13791,-1,军事相关内容主要涉及F-15战机坠毁事件，使用了‘concerned’和‘thoroughly call on the U.S. side’等措辞，表达了对安全问题的担忧，但语气仍保持外交礼貌，整体判断为略微消极。,True,,legacy_jp_mofa,en,legacy_import,,,9425ae4089bf63d735f44ddcf4e7c8bd43ad79f0,True,
c575f59845ac9018,JP,2013-06-03,,,,4838,-2,发言稿中涉及以色列在东耶路撒冷的定居点建设问题，使用了‘strongly calls upon Israel to refrain’等措辞，明确反对相关行为，且对象为大国（以色列），负面权重更高，整体判断为明显消极。,True,,legacy_jp_mofa,en,legacy_import,,,40db085dd63da502bc396c664961b56ef285753f,True,
5b8d4b0808512bc1,JP,2013-06-04,,,,12113,2,发言稿中多次提到日本签署《武器贸易条约》（ATT），并使用了‘积极倡导’‘建设性角色’‘继续发挥主导作用’等措辞，整体语气明显积极。此外，涉及国际和平与安全的表述进一步强化了正面情绪。,True,,legacy_jp_mofa,en,legacy_import,,,dfc24db7b7281b63035320ec2428e1381fd2ec40,True,
004be2b3a467c25d,JP,2013-06-05,,,,4428,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,87ac4c5cde3117ea644c39638f24107ae3a558f9,True,
99dc444821bfd9e3,JP,2013-06-06,,,,6608,-2,使用‘deeply deplores’和‘strongly calls upon’等否定措辞，明确反对以色列在东耶路撒冷的定居点建设，涉及地区安全问题，且对象为大国，负面权重更高，整体判断为明显消极。,True,,legacy_jp_mofa,en,legacy_import,,,80b9b92b9d7cc401c6fe2229a92850948998b42b,True,
3c08f63c97e86d0e,JP,2013-06-07,,,,11001,-1,提及美中峰会可能涉及太平洋领土争端及钓鱼岛问题，虽未直接评论军事议题，但对相关安全事务表达‘关切’，整体略偏消极。,True,,legacy_jp_mofa,en,legacy_import,,,ef1566714894deff5d70871f86d8d0ae8acdcbe5,True,
d9d91ecb6dc745b5,JP,2013-06-10,,,,8299,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,14207542b10b0ef9cb93126df483eda3af94b22d,True,
7f59ccadb47545e4,JP,2013-06-11,,,,18302,2,在日法首脑会谈中，双方同意加强政治与安全领域的合作，例如反恐信息共享、防务装备合作等，使用了‘强化合作’等积极措辞，且涉及大国法国，正面权重更高，整体判断为明显积极。,True,,legacy_jp_mofa,en,legacy_import,,,20db89638f94f8981a81dd7e092cfd11d032f36f,True,
66ed9fb40cdd7c14,JP,2013-06-13,,,,15510,-1,在涉及叙利亚和伊拉克的发言中，使用了‘gravely concerned’和‘condemns these atrocious acts’等措辞，表达对冲突和恐怖主义的关切与谴责，但语气仍保持一定克制，因此判定为略微消极。,True,,legacy_jp_mofa,en,legacy_import,,,bb3365026ce02266dce97467bd202f5814f30240,True,
b2d045b5f02a2bb0,JP,2013-06-14,,,,15235,-1,在涉及冲绳美军基地和北海道矢臼别演习场的军事相关问题中，使用了‘敦促美方遵守协议’‘彻底获得当地居民理解’等措辞，整体语气偏谨慎且略带消极，未出现明显对抗性言辞。,True,,legacy_jp_mofa,en,legacy_import,,,a1373422f4afc8a56357749c7e379dde50f2eb83,True,
4501e66a0399a1f7,JP,2013-06-16,,,,1069,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,fc319bce75152fd471a65eae17910ed1a14c22f6,True,
c4ce0e98904f5000,JP,2013-06-17,,,,32767,2,在与英国的会谈中提到加强安全和防务领域的合作，包括反恐、防御设备合作、信息安全协议等，使用了‘continue strengthening cooperation’等措辞，且涉及大国英国，整体判断为明显积极。,True,,legacy_jp_mofa,en,legacy_import,,,bbe4e61e7957cea33267bc42fbb7b6523ac836b3,True,
3ad2eb6d1f217037,JP,2013-06-18,,,,12835,-1,在G8峰会讨论中提到叙利亚危机和朝鲜核问题，使用了‘grave concerns’和‘cannot be tolerated’等措辞，体现略微消极情绪。虽然涉及大国，但语气未达到明显或极度消极。,True,,legacy_jp_mofa,en,legacy_import,,,4c540388ab8e6f24511486606ea6997d8a7abf4b,True,
ff32bff581496284,JP,2013-06-19,,,,2841,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,482cebc987500d6dedc3c37e8a29b3854af028e6,True,
b9738de20b954045,JP,2013-06-20,,,,29259,-1,在涉及日本与俄罗斯关于领土问题的会议中，虽然表达了对话意愿，但提及‘北方领土’争议，存在略微消极情绪。此外，无其他显著军事相关情绪表达。,True,,legacy_jp_mofa,en,legacy_import,,,bf453aa80366865ce54e3f693aacc18558443059,True,
27612092b9567298,JP,2013-06-21,,,,5253,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,57c566c93858c1aa21c37d354734c43ac301ecdb,True,
b28d40674d5c69a1,JP,2013-06-22,,,,462,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,7bb884329606336e4a542fbc03d120e063bbd6f3,True,
bc9913487f347385,JP,2013-06-24,,,,2062,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,c7c095faeb331264d68d83f015d5a4c06a830e52,True,
29f1fc4a466c9d23,JP,2013-06-25,,,,20533,-1,在黎巴嫩冲突问题上，使用了‘strongly condemns’等措辞，对武装袭击表示强烈谴责，但整体语气未达到极度消极的程度。此外，该表态涉及中东地区安全事务，属于军事主题，负面情绪加权后得分为-1。,True,,legacy_jp_mofa,en,legacy_import,,,568e577db4cf4428c7a5486187790cce41b29cde,True,
a19a011cc62ee17d,JP,2013-06-26,,,,2533,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,958f8a21cc84a71efb260a66c9c969c4bd8fec35,True,
834b9649a62fe88d,JP,2013-06-28,,,,15872,1,"发言稿中多次提及日本与美国、韩国的三边安全合作（“the significance of the collaboration between Japan, the U.S., and the ROK”），积极推进军事实务交流及安全合作，且对中国-韩国峰会采取审慎中立态度。虽提及尖阁诸岛争议，有“completely unacceptable and intolerable”对前首相表态，但官方尚未采取更强烈措施，整体语气略微积极，强调持续沟通与合作，涉及对大国（中国、韩国、美国），负面表述有限，权重加成后整体判断为略微积极。",True,,legacy_jp_mofa,en,legacy_import,,,d07fe9e77b003b3f23893219b4d8973f4a03aecf,True,
f2dd1654068df1e8,JP,2013-06-30,,,,26277,-1,在发言稿中提到南中国海问题时，使用了‘concern’和‘refrain from taking coercive and unilateral actions’等措辞，表达了对地区紧张局势的担忧，语气略微消极。同时提及朝鲜核问题时，强调国际社会需采取统一且坚定的立场，虽未直接出现负面词汇，但涉及军事安全议题整体偏谨慎。,True,,legacy_jp_mofa,en,legacy_import,,,f7ea21768aaba38975e0ee2b44a451dcd413bfa6,True,
7556c78cc7f7e406,JP,2013-07-01,,,,18335,2,在日澳外长会议中，使用了‘进一步增强安全和防卫合作’等措辞，明确提及日本-美国-澳大利亚三边合作，并欢迎相关防务协议生效，整体语气明显积极。此外，日美韩三边会议也涉及安全领域合作，进一步强化了军事合作的正面情绪。,True,,legacy_jp_mofa,en,legacy_import,,,79069f185d6d2435afd929a4835ba3ac19db3eea,True,
68f559c11aea96ce,JP,2013-07-02,,,,32761,-1,发言稿中涉及军事安全相关议题，如南中国海问题和朝鲜问题。对于南中国海，日本呼吁各方‘避免采取胁迫性和单方面行动’，措辞为‘refrain from taking coercive and unilateral actions’，属于略微消极（-1）。对于朝鲜，日本敦促其‘不要采取挑衅性行动’，措辞为‘urged North Korea to refrain from provocative actions’，同样属于略微消极（-1）。由于未出现更强烈的负面或正面措辞，综合加权后得分为 -1。,True,,legacy_jp_mofa,en,legacy_import,,,7bf1cbaa33dc2e0d378c6d2be97bb600079034a1,True,
ab051643c24f4e02,JP,2013-07-03,,,,2946,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,531a6993a5881c201495a16d2e29ee16d2ffc3fe,True,
de9de3bcdb3fbd80,JP,2013-07-04,,,,3013,-2,发言稿中涉及军事相关内容，如恐怖袭击和暴力行为，使用了‘condemns these atrocious acts of terrorism’和‘calls on all relevant parties to desist from acts of violence’等措辞，明确表达了反对态度，整体判断为明显消极。,True,,legacy_jp_mofa,en,legacy_import,,,e6334c9b53b7b0d93dbc85d9fb350d2c2a559491,True,
289c103d36684ab8,JP,2013-07-05,,,,1157,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,b746b3da86d4173f0d77a4e2a4fb5a48bc772bfd,True,
47d31f89d493a758,JP,2013-07-08,,,,998,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,610478c0538d3f7cdbe843cdeb2376672f09a823,True,
505be34b40783c19,JP,2013-07-09,,,,7172,-2,发言稿中提到埃及冲突导致大量伤亡，日本‘强烈呼吁’各方克制，措辞如‘regrettable’‘strongly calls on’表明明显消极态度。此外，涉及俄罗斯与北方四岛问题、中国与钓鱼岛问题，虽未直接使用负面词汇，但外交表态暗示潜在军事争议，整体情绪偏负面。,True,,legacy_jp_mofa,en,legacy_import,,,27ede98475db18de4d10e687a4d84a4d9514e625,True,
13fe56fd79f6061f,JP,2013-07-10,,,,2568,1,发言稿提到日本与北约举行人道主义援助和救灾联合研究小组会议，涉及军事合作，但措辞中性偏积极，使用‘shared experiences’‘looked at possibilities of future cooperation’等表述，属于略微积极。,True,,legacy_jp_mofa,en,legacy_import,,,7ddfc155414e7c1efa0d3823af680a7d8349170d,True,
8d95f29cf6041c82,JP,2013-07-11,,,,2066,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,d86299dda2b841b014242c07d4fed8633150f5f5,True,
fec9861ec1bb8a74,JP,2013-07-12,,,,3023,0,无相关内容,False,,legacy_jp_mofa,en,legacy_import,,,3c7ca4d7ac4c6f04a872bd376e69a6a08a8c7c90,True,
